country,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
2011-Q2,65441.3,28912.3,16360.3,7228.1,-86.1,-14863.5,-33570.0,-3715.9,-8392.5,2237123.8,2127961.4,791910.3,559281.0,531990.4,299.858168589,36.33275986,,1.010332353,5.355182622,98.360169952,766333.0,709656.0,191583.2,177414.0,5856867.0,852956.5,,,,,1739370.4,1679628.4,434842.6,419907.1,291.698744709,602801.8,575809.3,150700.5,143952.3,1407332.3,1348424.8,501809.6,351833.1,337106.2,272.559902988,36.195268872,,0.727337059,8.308976074,94.930322865,521971.6,494726.0,130492.9,123681.5,3725417.4,542545.9,332038.1,330011.1,122812.0,83009.5,82502.8,407.002933557,36.555358482,,1.855362755,4.553050814,83.770604375,80830.2,81083.2,20207.6,20270.8,902770.7,131473.7,432312.1,417862.5,108078.0,104465.6,178394.6,44598.7,369566.5,364729.2,135732.1,92391.6,91182.3,238.022320676,36.187340075,,2.203636056,18.739294734,108.749109547,153571.0,153233.2,38392.8,38308.3,1007891.6,146782.9,369566.5,92391.6,153571.0,153233.2,38392.8,38308.3,210674.1,52668.5,66021.3,16505.3,113984.8,28496.2,65750.2,16437.5,43375.8,10843.9,21328.2,5332.1,1531.8,383.0,471.4,117.8,62745.5,15686.4,24823.6,6205.9,62745.5,62745.5,15686.4,15686.4,24823.6,6205.9,,,,,425057.1,389167.6,144826.8,106264.3,97291.9,246.525836728,52.268425332,,0.053123218,-2.896259666,116.798709972,170971.3,157860.8,42742.8,39465.2,744555.8,108432.3,359615.7,360255.3,134067.2,89903.9,90063.8,188.190887348,47.292547656,,4.988703727,22.535681943,108.593825833,185834.8,191430.8,46458.7,47857.7,761759.2,110937.7,2.68712,0.0,0.0,0.0,0.0,237990.8
2011-Q3,29118.9,21739.7,7279.7,5434.9,-62.8,-39516.7,-34630.0,-9879.2,-8657.5,2250487.3,2257220.9,806016.2,562621.8,564305.2,315.511428814,38.229410358,,0.811738904,5.618444615,99.158597717,711417.4,715416.5,177854.3,178854.1,5904409.5,859880.3,,,,,1814125.1,1810236.2,453531.3,452559.0,306.60747648,591272.4,590408.4,147818.1,147602.1,1462525.7,1453358.0,518970.0,365631.4,363339.5,285.768754152,37.94937105,,2.799992098,9.852047037,97.588364404,509458.3,508578.3,127364.6,127144.6,3829728.8,557737.1,351599.4,356083.9,127151.7,87899.9,89021.0,435.150641203,39.083471817,,0.921045154,6.739706578,84.542169467,81814.1,81830.0,20453.5,20457.5,911085.6,132684.7,407243.2,409386.4,101810.8,102346.6,159661.7,39915.4,407570.8,392214.9,140053.4,101892.7,98053.7,248.356393777,37.758464231,,3.061372175,18.121348908,112.078324528,164571.6,157924.2,41142.9,39481.1,1038746.9,151276.4,407570.8,101892.7,164571.6,157924.2,41142.9,39481.1,231879.7,57969.9,71036.3,17759.1,123370.4,30842.6,70137.9,17534.5,50783.5,12695.9,22911.3,5727.8,1537.2,384.3,486.1,121.5,-327.5,-81.9,-4909.9,-1227.5,-327.5,-327.5,-81.9,-81.9,-4909.9,-1227.5,,,,,443868.2,414104.8,147870.0,110967.1,103526.2,251.209300311,53.261413612,,4.423988453,1.49705941,121.965871415,172841.5,164844.5,43210.4,41211.1,777494.9,113229.4,414749.3,392365.1,140107.1,103687.3,98091.3,196.699331975,49.430727823,,4.201906924,23.259155337,113.15683732,212358.2,199474.5,53089.5,49868.6,793767.6,115599.2,2.80047,0.0,0.0,0.0,0.0,141120.9
2011-Q4,33678.5,45143.7,8419.6,11285.9,-151.8,-34712.6,-29736.1,-8678.2,-7434.0,2339658.2,2356189.9,811508.7,584914.5,589047.5,329.308587558,39.901163566,,0.011114644,4.230444048,99.169618842,703050.5,715496.1,175762.6,178874.0,5905065.8,859975.9,,,,,1862704.5,1900445.3,465676.1,475111.3,320.074922663,578073.9,593750.1,144518.5,148437.5,1464379.5,1528186.8,526331.5,366094.9,382046.7,298.397916398,39.626491999,,0.698455173,7.232350998,98.269975383,490644.7,512130.5,122661.2,128032.6,3856477.7,561632.7,398324.9,376222.2,129576.8,99581.2,94055.5,460.945783831,41.40028727,,-0.257134198,1.911457638,84.324782637,87429.1,81619.6,21857.3,20404.9,908742.9,132343.5,443275.2,413934.1,110818.8,103483.5,159689.2,39922.3,401260.2,403693.4,139038.3,100315.0,100923.4,263.422035068,40.048944734,,-2.959982323,7.713649107,108.760825933,156629.2,153249.7,39157.3,38312.4,1008000.2,146798.7,401260.2,100315.0,156629.2,153249.7,39157.3,38312.4,230195.4,57548.9,68134.9,17033.7,123501.0,30875.3,68501.4,17125.3,45854.0,11463.5,19497.8,4874.4,1709.8,427.5,495.2,123.8,42015.0,10503.8,3060.0,765.0,42015.0,42015.0,10503.8,10503.8,3060.0,765.0,,,,,415364.4,428548.7,147598.9,103841.1,107137.2,258.684116283,54.846224623,,0.497659671,7.843298856,122.572846369,164054.9,165664.9,41013.7,41416.2,781364.2,113792.9,381685.9,383405.1,132050.7,95421.5,95851.3,196.214517227,49.308893419,,-2.042143192,13.196320165,110.84601267,198767.5,195401.0,49691.9,48850.2,777557.7,113238.5,2.90347,0.0,0.0,0.0,0.0,128038.5
2012-Q1,35813.2,83364.2,8953.3,20841.1,-412.0,-29979.5,-20235.4,-7494.9,-5058.8,2345559.6,2450848.6,814080.1,586389.9,612712.2,346.280807172,41.957627735,,-1.080747038,0.740940616,98.097846124,672686.0,707763.4,168171.5,176940.8,5841246.9,850681.7,,,,,1934402.3,1970371.3,483600.6,492592.8,340.052065111,571626.4,579432.2,142906.6,144858.1,1557362.1,1566113.8,520204.3,389340.5,391528.4,315.002846553,41.831584916,,-2.920359495,1.225842798,95.400138827,494561.1,497174.5,123640.3,124293.6,3743854.7,545231.0,377040.2,402254.2,133613.8,94260.0,100563.6,489.016751613,43.92150814,,0.781853993,3.330807887,84.984079317,77065.4,82257.8,19266.3,20564.4,915847.9,133378.2,375344.0,422399.4,93836.0,105599.8,131039.1,32759.8,372008.7,391127.6,129917.9,93002.2,97781.9,269.410662167,40.959416008,,-5.26637937,-3.168363848,103.033068234,134285.0,145179.0,33571.3,36294.7,954915.1,139067.7,372008.7,93002.2,134285.0,145179.0,33571.3,36294.7,230060.8,57515.2,62528.8,15632.2,102969.8,25742.5,55198.8,13799.7,37299.7,9324.9,16067.0,4016.7,1678.4,419.6,490.5,122.6,3335.3,833.8,-3245.9,-811.5,3335.3,3335.3,833.8,833.8,-3245.9,-811.5,,,,,374190.7,441903.2,146783.7,93547.7,110475.8,266.438238017,56.490254061,,0.115235464,5.120410545,122.714093758,145984.1,165855.8,36496.0,41463.9,782264.6,113924.0,338377.5,358539.0,119093.2,84594.4,89634.8,192.668497246,48.41777525,,-4.764471235,2.060222907,105.564786281,175963.6,186091.2,43990.9,46522.8,740511.2,107843.3,3.01057,0.0,0.0,0.0,0.0,184875.9
2012-Q2,61925.5,25897.8,15481.4,6474.5,-86.2,-13097.3,-30044.0,-3274.3,-7511.0,2651098.0,2520336.8,795015.7,662774.5,630084.2,368.489379803,44.648562386,,-3.362535566,-3.620264987,94.799271158,730838.3,683964.6,182709.6,170991.1,5644832.9,822077.2,,,,,2171079.9,2099501.6,542770.0,524875.4,362.825588025,598982.1,578653.1,149745.5,144663.3,1738478.5,1669362.6,526584.2,434619.6,417340.6,336.741269723,44.71839278,,-0.288442523,0.205036061,95.12496426,516528.2,495740.4,129132.1,123935.1,3733055.8,543658.3,432601.4,429233.4,135397.5,108150.4,107308.4,517.693145637,46.497105948,,0.796224805,2.256327595,85.660743638,82453.8,82912.7,20613.5,20728.2,923140.1,134440.2,418092.6,402377.0,104523.1,100594.3,144953.5,36238.4,397240.4,392316.8,123752.5,99310.1,98079.2,293.516035963,44.62423768,,-7.933559775,-12.77273113,94.858878178,134408.9,133661.1,33602.2,33415.3,879156.3,128034.7,397240.4,99310.1,134408.9,133661.1,33602.2,33415.3,245238.1,61309.5,64918.1,16229.5,105110.7,26277.7,51117.1,12779.3,45093.7,11273.4,17892.6,4473.1,1797.9,449.5,481.2,120.3,20852.2,5213.0,10544.5,2636.1,20852.2,20852.2,5213.0,5213.0,10544.5,2636.1,,,,,425243.6,388545.4,122562.9,106310.9,97136.4,272.182891005,57.708235793,,-13.930286951,-9.571202975,105.619668368,155692.8,142751.6,38923.2,35687.9,673292.9,98054.1,363318.1,362647.6,114393.7,90829.5,90661.9,209.87082421,52.740736256,,-7.14463819,-9.734680132,98.022564245,168790.0,172795.6,42197.5,43198.9,687604.3,100138.3,3.17017,0.0,0.0,0.0,0.0,123792.2
2012-Q3,64674.5,47767.9,16168.6,11942.0,-176.1,-30222.2,-27127.6,-7555.6,-6781.9,2704827.5,2711335.3,825157.3,676206.9,677833.8,384.493214544,46.587690765,,3.100543266,-1.432083725,97.738563576,703461.7,705171.2,175865.4,176292.8,5819853.4,847566.1,,,,,2211334.0,2208084.3,552833.5,552021.1,368.57865325,601656.9,599080.9,150414.2,149770.2,1767630.6,1757901.6,534993.0,441907.7,439475.4,341.302884776,45.324163774,,3.896348007,1.273716916,98.831363909,517627.5,515056.2,129406.9,128764.0,3878508.7,564841.1,443703.4,450236.5,137023.2,110925.8,112559.1,535.838158316,48.126817649,,1.341167013,2.68200807,86.809597275,84029.4,84024.7,21007.3,21006.2,935521.0,136243.3,428819.1,430541.3,107204.8,107635.3,132027.0,33006.8,440523.4,424341.1,129142.3,110130.9,106085.3,295.668440437,44.951475027,,7.37546442,-9.121445724,101.855160988,150230.8,143519.2,37557.7,35879.8,943998.2,137477.8,440523.4,110130.9,150230.8,143519.2,37557.7,35879.8,262121.8,65530.5,66754.5,16688.6,123705.6,30926.4,63457.8,15864.4,52884.6,13221.1,19524.5,4881.1,1811.5,452.9,494.1,123.5,-11704.4,-2926.1,-18203.8,-4550.9,-11704.4,-11704.4,-2926.1,-2926.1,-18203.8,-4550.9,,,,,465874.5,427194.6,130010.8,116468.6,106798.7,275.449454547,58.400812826,,8.643285726,-5.91738758,114.748678088,164111.3,155090.0,41027.8,38772.5,731487.5,106529.1,401200.0,379426.8,115473.3,100300.0,94856.7,208.227270739,52.327709717,,5.452683734,-8.651189703,103.367424662,194333.6,182217.6,48583.4,45554.4,725097.2,105598.5,3.28584,0.0,0.0,0.0,0.0,55435.3
2012-Q4,43257.1,48640.5,10814.3,12160.1,-137.8,-39397.2,-35289.2,-9849.3,-8822.3,2850170.2,2869134.7,842369.8,712542.5,717283.7,400.13320989,48.482734004,,1.683804422,0.216468504,99.384289832,706958.0,717044.9,176739.5,179261.2,5917848.4,861837.5,,,,,2287936.0,2326795.0,571984.0,581698.8,384.216658928,590495.4,605594.5,147623.9,151398.6,1784911.7,1855005.1,544624.2,446227.9,463751.3,356.117903468,47.291560956,,1.133884841,1.71163407,99.951997763,500150.6,520896.3,125037.7,130224.1,3922486.5,571245.8,503024.3,474645.1,139354.4,125756.1,118661.3,560.395755851,50.332481803,,0.801528827,3.771866923,87.505401221,90344.8,84698.2,22586.2,21174.5,943019.5,137335.3,518977.1,485915.1,129744.3,121478.8,155859.8,38964.9,463458.9,465445.9,136653.6,115864.7,116361.5,313.407351567,47.648381803,,3.478451836,-3.091813803,105.398143705,151946.0,148511.5,37986.5,37127.9,976834.7,142259.9,463458.9,115864.7,151946.0,148511.5,37986.5,37127.9,270459.5,67614.9,65514.1,16378.5,137842.0,34460.5,66828.7,16707.2,53125.6,13281.4,19088.0,4772.0,2031.8,508.0,515.2,128.8,55518.2,13879.6,3913.8,978.4,55518.2,55518.2,13879.6,13879.6,3913.8,978.4,,,,,448054.2,455719.6,133798.0,112013.5,113929.9,292.307885457,61.97513854,,0.524826703,-5.891954695,115.350909792,153813.2,155904.0,38453.3,38976.0,735326.5,107088.2,404797.0,407079.2,119517.3,101199.3,101769.8,212.915082578,53.505761258,,4.925754506,-2.153403964,108.45905024,193210.4,191193.2,48302.6,47798.3,760813.7,110800.0,3.40603,0.0,0.0,0.0,0.0,100994.9
2013-Q1,-14102.2,41560.4,-3525.6,10390.1,-115.8,-44835.6,-35875.8,-11208.9,-8969.0,2888980.9,3018591.8,844001.1,722245.2,754648.0,421.049358783,51.017070216,,-0.017257971,1.293904041,99.367138119,677085.5,716921.1,169271.4,179230.3,5916827.1,861688.7,,,,,2421332.3,2455687.9,605333.1,613922.0,404.128779349,587913.5,607649.8,146978.4,151912.5,1948085.8,1949046.8,544955.3,487021.5,487261.7,374.16989079,49.688819421,,0.000491115,4.771848208,99.952488642,506950.4,520898.9,126737.6,130224.7,3922505.7,571248.6,473246.4,505398.4,141309.9,118311.6,126349.6,582.585411943,52.325467028,,2.423612512,5.462333408,89.626193074,80963.0,86751.0,20240.8,21687.7,965874.6,140663.8,481750.8,542816.1,120437.7,135704.0,134007.6,33501.9,458406.8,479690.7,134122.0,114601.7,119922.7,332.720793182,50.584669786,,-2.921888739,-0.693506496,102.318527213,133273.1,144172.1,33318.3,36043.0,948292.7,138103.3,458406.8,114601.7,133273.1,144172.1,33318.3,36043.0,287486.9,71871.7,61990.3,15497.6,120414.7,30103.7,54090.4,13522.6,48562.1,12140.5,16676.7,4169.2,1943.1,485.8,515.7,128.9,23344.0,5836.0,734.5,183.6,23344.0,23344.0,5836.0,5836.0,734.5,183.6,,,,,396674.6,474710.3,132729.4,99168.6,118677.6,316.752619551,67.157912791,,-3.871718469,-9.6396804,110.884847314,131767.1,149867.8,32941.8,37467.0,706856.8,102942.1,410776.8,433149.8,121109.1,102694.2,108287.5,233.197637056,58.602786347,,-2.850288932,-0.186740629,105.367653935,176602.6,185743.7,44150.7,46435.9,739128.3,107641.9,3.57653,0.0,0.0,0.0,0.0,112425.7
2013-Q2,54686.1,-4465.3,13671.5,-1116.3,11.6,-21931.9,-38620.7,-5483.0,-9655.2,3387810.9,3221821.5,849380.3,846952.7,805455.4,446.697822597,54.124804385,,0.604235378,5.451812341,99.967549522,776486.6,721253.0,194121.7,180313.3,5952578.6,866895.4,,,,,2734515.1,2647905.1,683628.8,661976.3,439.651816331,630974.9,602273.2,157743.7,150568.3,2193026.3,2107004.1,555477.0,548256.6,526751.0,409.167824638,54.336456919,,-1.142305686,3.874652096,98.810725681,543923.4,514948.6,135980.8,128737.2,3877698.7,564723.2,541488.8,538734.5,142028.5,135372.2,134683.6,616.933342381,55.410459314,,0.661241667,5.321101564,90.218838807,87051.6,87324.6,21762.9,21831.1,972261.4,141593.9,598609.7,573481.5,149652.4,143370.4,167443.5,41860.9,538931.1,531472.7,140114.0,134732.8,132868.2,356.769719054,54.240909488,,3.326482077,11.452018738,105.722134682,150469.4,148968.0,37617.4,37242.0,979837.4,142697.2,538931.1,134732.8,150469.4,148968.0,37617.4,37242.0,315425.6,78856.4,66360.3,16590.1,151170.6,37792.7,60701.2,15175.3,70314.4,17578.6,22887.0,5721.8,2020.4,505.1,520.9,130.2,59678.6,14919.6,16974.1,4243.5,59678.6,59678.6,14919.6,14919.6,16974.1,4243.5,,,,,546612.5,486605.6,128285.6,136653.1,121651.4,313.262060863,66.417844291,,3.647996964,8.814887372,114.929923177,168720.2,155335.0,42180.1,38833.7,732642.9,106697.4,491926.3,491070.9,129462.8,122981.6,122767.7,253.187182373,63.626177956,,4.421149932,12.245702551,110.026115896,190652.1,193955.7,47663.0,48488.9,771806.3,112400.9,3.79314,0.0,0.0,0.0,0.0,161944.5
2013-Q3,2581.6,-8836.0,645.4,-2209.0,22.8,-43217.4,-38785.4,-10804.4,-9696.4,3436546.5,3446480.5,854847.3,859136.6,861620.1,475.250466881,57.58442789,,0.546191931,2.839207508,100.513564211,721458.9,725192.4,180364.7,181298.1,5985091.1,871630.3,,,,,2859956.6,2866955.4,714989.2,716738.9,460.32257389,626415.4,622814.4,156603.8,155703.6,2293051.9,2288252.3,567566.3,573263.0,572063.1,427.773713661,56.807272136,,3.87855696,3.856864764,102.64315596,538421.1,534921.2,134605.3,133730.3,4028097.5,586626.3,566904.7,577711.9,143292.7,141726.2,144428.0,657.288264255,59.034975291,,0.65118122,4.604018211,90.806326942,87994.3,87893.2,21998.6,21973.3,978592.5,142515.9,574008.3,574825.7,143502.1,143706.4,138261.0,34565.3,575232.3,555893.9,137881.1,143808.1,138973.5,380.470331654,57.844193944,,-1.920532041,1.803095891,103.69170721,152737.1,146107.0,38184.3,36526.8,961019.3,139956.7,575232.3,143808.1,152737.1,146107.0,38184.3,36526.8,343198.7,85799.7,67716.8,16929.2,159629.1,39907.3,61659.0,15414.7,70396.2,17599.0,22825.8,5706.5,2008.4,502.1,535.5,133.9,-1224.0,-306.0,-14476.1,-3619.0,-1224.0,-1224.0,-306.0,-306.0,-14476.1,-3619.0,,,,,532721.8,494634.3,122686.6,133180.5,123658.6,325.6591713,69.046280522,,-2.219638907,-2.065195208,112.378893887,159733.6,151887.1,39933.4,37971.8,716380.9,104329.1,530140.3,503470.4,124878.2,132535.1,125867.6,264.049748472,66.355951072,,-1.692714336,4.640014407,108.163688058,202951.1,190672.5,50737.8,47668.1,758741.8,110498.3,4.03169,0.0,0.0,0.0,0.0,59742.7
2013-Q4,-56502.8,-41596.4,-14125.7,-10399.1,83.8,-52957.0,-49660.0,-13239.3,-12415.0,3679895.6,3706340.1,849589.7,919973.9,926585.0,516.015188343,62.523745844,,-0.955694138,0.169717104,99.55296197,706597.3,718261.8,176649.3,179565.5,5927892.0,863300.1,,,,,3072963.8,3118219.4,768240.9,779554.8,501.623223901,609059.5,621625.8,152264.9,155406.4,2403705.0,2493565.8,571590.2,600926.3,623391.5,468.777584076,62.252482889,,-0.559296785,2.118095059,102.069076089,513403.3,531929.4,128350.8,132982.4,4005568.5,583345.3,669258.7,629054.0,144195.6,167314.7,157263.5,701.314769751,62.98925807,,2.051535198,5.901177994,92.669250702,95656.3,89696.4,23914.1,22424.1,998668.7,145439.7,663434.6,626680.1,165858.7,156670.0,150494.9,37623.7,609122.2,614635.0,140890.4,152280.5,153658.8,423.947341146,64.454151041,,-0.771994142,-2.37853373,102.891213305,147746.6,144979.1,36936.7,36244.8,953600.3,138876.2,609122.2,152280.5,147746.6,144979.1,36936.7,36244.8,361633.8,90408.5,65649.6,16412.4,171767.2,42941.8,59944.7,14986.2,73236.1,18309.0,21610.8,5402.7,2485.1,621.3,541.5,135.4,54312.5,13578.1,2748.2,687.1,54312.5,54312.5,13578.1,13578.1,2748.2,687.1,,,,,481703.3,501762.0,115016.9,120425.8,125440.5,356.618325034,75.610242485,,-7.365407891,-9.752137927,104.101729969,137569.0,140700.0,34392.3,35175.0,663616.5,96644.8,538206.1,543358.5,124551.9,134551.5,135839.6,285.437316549,71.730667121,,-0.163914688,-0.435794294,107.986391887,190526.1,190360.0,47631.5,47590.0,757498.2,110317.2,4.36251,0.0,0.0,0.0,0.0,63936.1
2014-Q1,-99198.0,-9282.3,-24799.5,-2320.6,19.7,-55029.1,-47031.9,-13757.3,-11758.0,3917648.9,4095436.2,841171.4,979412.2,1023859.1,578.803982384,70.131643225,,-1.488740419,-1.304517124,98.070876787,671066.0,707568.8,167766.5,176892.2,5839641.0,850447.9,,,,,3403693.0,3431525.4,850923.3,857881.4,562.98716998,603323.0,609521.1,150830.8,152380.3,2760478.9,2742420.0,563272.2,690119.7,685605.0,528.581256109,70.194259962,,-2.463265953,-0.397834369,99.554843289,517840.5,518826.6,129460.1,129706.6,3906900.7,568975.9,643214.2,686226.6,140945.7,160803.5,171556.7,756.635321866,67.957926469,,1.112766381,4.545825004,93.700442969,85482.5,90694.5,21370.6,22673.6,1009781.6,147058.1,613153.9,699357.9,153288.5,174839.5,122772.1,30693.0,643352.1,670222.1,137658.5,160838.0,167555.5,472.373809259,71.816591107,,-2.134967246,-1.587207766,100.694519602,131370.5,141883.8,32842.6,35471.0,933241.3,135911.3,643352.1,160838.0,131370.5,141883.8,32842.6,35471.0,402255.7,100563.9,61721.9,15430.5,173738.0,43434.5,52769.9,13192.5,64629.4,16157.4,16354.6,4088.6,2729.1,682.3,524.2,131.0,-30198.3,-7549.6,-8598.5,-2149.6,-30198.3,-30198.3,-7549.6,-7549.6,-8598.5,-2149.6,,,,,522171.2,642500.6,131964.7,130542.8,160625.1,476.796768282,101.090484519,,-4.226339315,-10.085065685,99.702037627,119113.8,134753.6,29778.5,33688.4,635569.8,92560.3,621369.2,651782.9,133871.2,155342.3,162945.7,358.54512132,90.102727479,,-4.504385566,-2.131000752,103.122268437,174142.9,181785.5,43535.7,45446.4,723377.5,105348.1,4.86873,0.0,0.0,0.0,0.0,77525.3
2014-Q2,107774.1,25324.7,26943.5,6331.2,-84.8,-16865.8,-29853.7,-4216.4,-7463.4,4702629.5,4474327.3,841073.3,1175657.4,1118581.8,636.197264102,77.085785352,,-0.60436801,-2.490189821,97.47816778,760576.9,703292.5,190144.2,175823.1,5804348.1,845308.0,,,,,3697458.8,3574731.6,924364.7,893682.9,606.936508542,616221.3,588979.5,154055.3,147244.9,2955020.1,2832787.9,532500.7,738755.0,708197.0,566.998494458,75.295972489,,-3.703625862,-2.978443175,95.867704366,527379.2,499611.2,131844.8,124902.8,3762203.7,547903.2,742438.7,738659.4,138851.4,185609.7,184664.9,826.533802559,74.235925491,,-1.462241497,2.340395232,92.330316208,88842.1,89368.3,22210.5,22342.1,995016.1,144907.8,897396.6,863407.9,224349.2,215852.0,161221.3,40305.3,737042.9,726025.5,136476.5,184260.7,181506.4,523.356209108,79.567618137,,-2.226407264,-6.876029509,98.452649503,141073.2,138724.9,35268.3,34681.2,912463.5,132885.3,737042.9,184260.7,141073.2,138724.9,35268.3,34681.2,451856.4,112964.1,65846.8,16461.7,200354.8,50088.7,56770.4,14192.6,81833.1,20458.3,17927.4,4481.8,2998.6,749.7,528.7,132.2,160353.7,40088.4,20148.1,5037.0,160353.7,160353.7,40088.4,40088.4,20148.1,5037.0,,,,,761448.5,676578.0,127181.5,190362.1,169144.5,480.139663696,101.799245441,,4.570703203,-9.284615379,104.259121855,152688.8,140912.7,38172.2,35228.2,664619.8,96791.0,653674.4,651253.2,122421.0,163418.6,162813.3,381.370827141,95.838848901,,-6.061567939,-11.955955832,96.871442076,169554.6,170766.4,42388.7,42691.6,679529.5,98962.3,5.31978,0.0,0.0,0.0,0.0,149574.5
2014-Q3,47029.7,25951.6,11757.4,6487.9,-114.0,-25900.5,-22759.6,-6475.1,-5689.9,4685503.1,4700195.7,835584.3,1171375.8,1175048.9,674.114634493,81.680099789,,-0.860613944,-3.854511742,96.639257076,690879.8,697239.8,172719.9,174310.0,5754395.1,838033.2,,,,,3837465.5,3859618.2,959366.4,964904.5,663.76805896,581288.6,581470.9,145322.1,145367.7,3052487.1,3058072.6,543653.4,763121.8,764518.2,622.931490422,82.723733526,,-1.740316631,-8.226416186,94.199302764,490627.0,490916.4,122656.7,122729.1,3696729.4,538368.0,784978.4,803629.3,142866.4,196244.6,200907.3,887.453275221,79.707466304,,1.32734211,3.02790403,93.555855376,90661.6,90554.5,22665.4,22638.6,1008223.4,146831.2,801007.9,794470.7,200252.0,198617.7,135491.8,33872.9,775663.7,749640.8,133268.5,193915.9,187410.2,559.899276077,85.123384453,,-3.486330941,-8.362715903,95.020264321,140281.5,133888.5,35070.4,33472.1,880652.0,128252.5,775663.7,193915.9,140281.5,133888.5,35070.4,33472.1,467534.0,116883.5,65124.5,16281.1,221720.9,55430.2,57763.3,14440.8,83253.3,20813.3,16864.6,4216.1,3155.6,788.9,529.1,132.3,25344.1,6336.0,-4789.7,-1197.4,25344.1,25344.1,6336.0,6336.0,-4789.7,-1197.4,,,,,715356.2,660088.3,117348.2,178839.1,165022.1,470.863493373,99.832511153,,-0.515190043,-7.703318967,103.72198924,147198.7,140186.8,36799.7,35046.7,661195.8,96292.3,668326.5,634136.7,112734.6,167081.6,158534.2,389.169002751,97.798537794,,-4.579377401,-14.541252422,92.435333149,173099.2,162946.4,43274.8,40736.6,648411.3,94430.5,5.62504,0.0,0.0,0.0,0.0,156005.8
2014-Q4,18422.1,32034.0,4605.5,8008.5,-181.1,-19535.3,-17685.5,-4883.8,-4421.4,5010564.2,5046386.5,841863.9,1252641.0,1261596.6,719.757511828,87.210486736,,0.556956874,-2.386132829,97.177496062,686701.5,701123.1,171675.4,175280.8,5786444.6,842700.7,,,,,4141771.5,4214513.5,1035442.9,1053628.4,710.581057982,572246.6,593108.1,143061.6,148277.0,3207804.9,3342510.4,557614.6,801951.2,835627.6,666.232055507,88.473939549,,2.197375514,-5.682290008,96.269215177,475211.0,501703.6,118802.7,125425.9,3777960.5,550197.9,933966.6,876082.5,146152.5,233491.7,219020.6,958.468378821,86.085755883,,0.938521762,1.904241939,94.433897438,97035.6,91404.4,24258.9,22851.1,1017685.8,148209.2,850370.6,804692.5,212592.6,201173.1,133990.2,33497.5,770884.8,781055.2,130299.6,192721.2,195263.8,599.606433059,91.160198098,,-2.709115014,-10.151651337,92.446056074,132033.4,130261.3,33008.4,32565.3,856794.2,124778.0,770884.8,192721.2,132033.4,130261.3,33008.4,32565.3,466078.5,116519.6,62582.9,15645.7,224655.7,56163.9,54329.7,13582.4,76789.7,19197.4,14585.3,3646.3,3360.9,840.2,535.6,133.9,79485.7,19871.4,1956.8,489.2,79485.7,79485.7,19871.4,19871.4,1956.8,489.2,,,,,639581.3,659390.4,110002.9,159895.3,164847.6,470.267158611,99.706076215,,0.020940706,-0.343914181,103.743709357,137067.8,140216.1,34267.0,35054.0,661334.2,96312.5,621159.2,627356.4,104658.8,155289.8,156839.1,397.308328413,99.843958016,,-3.095936372,-17.051035335,89.573594049,156603.1,157901.6,39150.8,39475.4,628336.9,91507.0,5.9943,0.0,0.0,0.0,0.0,101006.9
